  4.000, 0.6972, 0.00885, 0.00286,-0.0574,0.1310,1.0000,-1.7354, 0.0000, 0.0000, 0.0000, 0.3277
  4.500, 0.7365, 0.00973, 0.00335,-0.0547,0.0702,1.0000,-1.9205, 0.0000, 0.0000, 0.0000, 0.3192
  5.500, 0.8224, 0.01115, 0.00465,-0.0498,0.0300,1.0000,-2.2201, 0.0000, 0.0000, 0.0000, 0.3046
  6.000, 0.8693, 0.01169, 0.00524,-0.0483,0.0303,1.0000,-2.4185, 0.0000, 0.0000, 0.0000, 0.2991
  6.500, 0.9166, 0.01232, 0.00594,-0.0470,0.0307,1.0000,-2.6229, 0.0000, 0.0000, 0.0000, 0.2942
  7.000, 0.9619, 0.01319, 0.00691,-0.0454,0.0288,1.0000,-2.8235, 0.0000, 0.0000, 0.0000, 0.2895
  7.500, 1.0064, 0.01414, 0.00794,-0.0437,0.0284,1.0000,-3.0280, 0.0000, 0.0000, 0.0000, 0.2852
  8.000, 1.0489, 0.01527, 0.00917,-0.0418,0.0280,1.0000,-3.2300, 0.0000, 0.0000, 0.0000, 0.2810
  8.500, 1.0884, 0.01666, 0.01068,-0.0395,0.0274,1.0000,-3.4247, 0.0000, 0.0000, 0.0000, 0.2768
  9.000, 1.1568, 0.01510, 0.00852,-0.0433,0.0123,1.0000,-4.2340, 0.0000, 0.0000, 0.0000, 0.2771
  9.500, 1.2001, 0.01604, 0.00954,-0.0416,0.0119,1.0000,-4.5266, 0.0000, 0.0000, 0.0000, 0.2737
 10.000, 1.2410, 0.01709, 0.01069,-0.0396,0.0116,1.0000,-4.8158, 0.0000, 0.0000, 0.0000, 0.2702
 10.500, 1.2782, 0.01831, 0.01201,-0.0371,0.0114,1.0000,-5.1001, 0.0000, 0.0000, 0.0000, 0.2665
 11.000, 1.3071, 0.01975, 0.01359,-0.0333,0.0113,1.0000,-5.3652, 0.0000, 0.0000, 0.0000, 0.2621
 11.500, 1.3468, 0.02040, 0.01427,-0.0315,0.0114,1.0000,-5.6165, 0.0000, 0.0000, 0.0000, 0.2592
 12.000, 1.3642, 0.02234, 0.01640,-0.0265,0.0113,1.0000,-5.8530, 0.0000, 0.0000, 0.0000, 0.2544
 12.500, 1.3731, 0.02502, 0.01931,-0.0212,0.0112,1.0000,-6.0638, 0.0000, 0.0000, 0.0000, 0.2495
 13.000, 1.3772, 0.02860, 0.02316,-0.0165,0.0112,1.0000,-6.3057, 0.0000, 0.0000, 0.0000, 0.2451
 13.500, 1.3706, 0.03330, 0.02817,-0.0120,0.0112,1.0000,-6.5064, 0.0000, 0.0000, 0.0000, 0.2409
 14.000, 1.3568, 0.03937, 0.03460,-0.0085,0.0112,1.0000,-6.6387, 0.0000, 0.0000, 0.0000, 0.2374
 14.500, 1.3310, 0.04768, 0.04329,-0.0070,0.0112,1.0000,-6.6709, 0.0000, 0.0000, 0.0000, 0.2352
 15.000, 1.2959, 0.05790, 0.05392,-0.0076,0.0113,1.0000,-6.6178, 0.0000, 0.0000, 0.0000, 0.2347
 15.500, 1.2546, 0.06943, 0.06583,-0.0100,0.0113,1.0000,-6.4979, 0.0000, 0.0000, 0.0000, 0.2356
 16.000, 1.2073, 0.08399, 0.08075,-0.0158,0.0114,1.0000,-6.3008, 0.0000, 0.0000, 0.0000, 0.2395
 16.500, 1.1567, 0.10104, 0.09813,-0.0243,0.0114,1.0000,-6.0320, 0.0000, 0.0000, 0.0000, 0.2463
 17.000, 1.1055, 0.11974, 0.11715,-0.0343,0.0115,1.0000,-5.6830, 0.0000, 0.0000, 0.0000, 0.2555
 17.500, 1.0432, 0.14316, 0.14086,-0.0477,0.0115,1.0000,-5.1447, 0.0000, 0.0000, 0.0000, 0.2698


